ID	Last	First	Sex	Approval	KG Number	KG street	Renter	KG phone	cell phone	e-mail	Summer Address	Summer City	Summer State	Summer zip	Summer phone	Born	Also lived in	Education	Occupation/Profession	Military Service	Hobbies/Interests	Volunteer Activities	children	Grandchildren	Great Grandchildren	KingsGate History	Other Information	UnitPhoto	PersonPhoto
R-304	Conley	Mark	M	signed 1-14-2012	166	Lancer			415-557-7469	Mark.S.Conley@trashymail.com	309 Poe Road	Mount Pleasant	SC	29464		CT		"Tunvis Community College, Naugautuck Valley Community College"	"computer Operations, Girls High School volleyball and softball coach"		"Golf, gardening"	"Lions Club, Wolcott County Fair-Chairman of Arts and Crafts, Wolcott Active Learning Center - a youth center, Wolcott Parks and Recreation Commission"	3	4					
R-305	Perry	Kim	F	signed 12-13-11	167	Lancer		601-867-9354			3706 Oakwood Avenue	New York	NY	10018	231-827-1197														
R-306	Sanchez	Leah	F		168	Lancer		512-989-3719		Leah.D.Sanchez@mailinator.com	673 Ethels Lane	TAMPA	FL	33602	516-679-4886	QC	"MA, LA, NY, TN"		Assisted an eye doctor as an ophthalmic technician		"travel, biking, kayaking, tennis, singing"	"knitting, church, KG"	3	4					
R-307	Michel	Joseph	M	signed 11-5-11	168	Lancer		708-669-6464	217-283-6334	Joseph.M.Michel@dodgit.com	1116 Burning Memory Lane	Philadelphia	PA	19145	609-545-3523	QC	"MA, LA, NY, TN"	"St. Patrick's College, Ottawa, Ontario"	Sales rep for various products including law and tax books		"travel, biking, kayaking, tennis, singing"	"church, KG Court (Treasurer 3 yrs; chairperson 2010 -2011)"	3	4		Were camping at Stay and Play when it closed.  They rented were the next season and purchased lot # 168 in 2003.  they unit was only one year old - the owner moved to the club.	Flew as a bush pilot in Labrador and northern Quebec.  He meet Betty when he came home from college and she was at a party at his house for his brother who was leaving for the military.  Betty and her friend were growing tired of the party and he agreed t		
R-308	Wagstaff	Dorothy	F		169	Lancer			571-219-4798	Dorothy.A.Wagstaff@spambob.com																			
R-309	Marchant	Robert	M		169	Lancer			660-852-6526	Robert.W.Marchant@mailinator.com																			
R-310	Johnson	Kelly	F		170	Lancer			940-889-9144	Kelly.M.Johnson@mailinator.com	1178 Perry Street	Westland	MI	48185															
R-311	Merritt	Raymond	M		170	Lancer			715-393-7318	Raymond.A.Merritt@mailinator.com	2417 Lady Bug Drive	QUEENS	NY	11693															
R-312	Roberts	Mary	F	signed 11-3-11	171	Crown Point		443-217-7277		Mary.G.Roberts@dodgit.com	4003 Jacobs Street	Carnegie	PA	15106	205-648-8936	Yugoslavia	IL OH		"homemaker, office work in a bakery"		"sewing, crocheting, ceramics, Swedish weaving, crafts"	"Hospital, school, church, knitted nearly 1000 caps for babies and many scarves for the homeless"	3	3			"Rosie, her mother and two brothers were also sent to a concentration camp.  They nearly starved, especially her infant brother.  An Aunt in the US leaned of their predicament, was allowed to visit and brought a supply of vitamins.  Using the vitamins as a"		
R-313	Williams	Fernando	M	signed 11-3-11	171	Crown Point		941-886-4150		Fernando.S.Williams@mailinator.com	127 Murphy Court	Saint Paul	MN	55104	419-410-3133	Yugoslavia	OH		"Apprenticed to make orthopedic shoes, Tool and Die Maker,  Retired as vice-president of the Tool company"		"soccer, golf, cards, gardening, hobby farming"	Habitat for Humanity	3	3		"Vacationed in Venice. In 2001 they got a list of properties for sale in the area that included some in KG.  They visited KG and found everyone was very friendly, so they bought lot 171 the next day."	When the Russians took over Yugoslavia in 1945 they placed all ethnic Germans in concentration camps.  After 2 1/2 years he and his sister escaped by fording the river to Hungary. They stayed with an aunt and cousin and then make their way to Austria.  In		
R-314	Wright	Amanda	F	declined	172	Crown Point																							
R-315	Andrews	Alexander	M	declined	172	Crown Point																							
R-316	Shea	Amber	F		173	Crown Point			781-447-9628		2340 Fantages Way	LEWISTON	ME	4240															
R-317	Underwood	Todd	M		173	Crown Point			937-330-9358		593 Progress Way	NEW HARTFORD	IA	50660															
R-318	Hughes	Adrienne	F		174	Crown Point		281-558-0840		Adrienne.G.Hughes@spambob.com	1622 Waterview Lane	SANTA FE	NM	87501	208-785-3215	IN	IL	Northern Illinois	Taught school at the primary level		"golf, bridge, square dancing, tap dancing"	"KG, Girl and Boy Scouts"	4	8		Her best friend from High School had a place here.  She rented and then purchased lot # 174 in 1995.	She and Bob were married for 44 years.		
R-319	Lee	Jennifer	F	declined	175	Crown Point																							
R-320	Frazier	Andrew	M	declined	175	Crown Point																							
R-321	Callahan	Hilda	F		176	Crown Point		703-320-8972	323-255-3650	Hilda.R.Callahan@spambob.com	4798 Lochmere Lane	TORRINGTON	CT	6790															
R-322	Saenz	Charles	M		176	Crown Point		828-384-5642	920-773-2851	Charles.E.Saenz@spambob.com	4742 Stockert Hollow Road	Seattle	WA	98119															
R-323	Jones	Vesta	F	signed 11-6-11	177	Crown Point		212-549-5633		Vesta.J.Jones@trashymail.com	1629 Hall Place	Dallas	TX	75207	860-896-4924	MI	DC	"Muskegon Community College, Muskegon Cosmetology School"	"secretary, owned a used furniture business, homemaker"		"Garage sales, boating, camping, fishing"	"Salvation Army bell ringer, has done Mission work for church all over the world"	6	11	3		They have a blended family.		
R-324	Gould	Cliff	M	signed 11-6-11	177	Crown Point		979-227-2187		Cliff.C.Gould@mailinator.com	1616 Marion Street	SPRINGFIELD	VT	5156	630-689-0860	MI			Salesman for Hostess cakes	National Guard	"bowling, golfing, boating, fishing"	"Has done Mission work for church all over the world, Salvation Army bell ringer"	6	11	3	"They were staying at a nearby Holiday Inn on vacation and came to look up their friends, the Dannenberg's.  They liked the park and purchased lot #177 in 2004."	They have a blended family.  Sharon Kruithof is the sister of his first wife.		
R-325	Romero	Wanda	F	signed 11-28-11	178	Crown Point		917-309-8724	225-660-2150		3572 Pringle Drive	Schaumburg	IL	60173	315-309-2633	MI			School bus driver and ran the store for their Home Improvement Business.		"KG, crafts, Introduced the park to teddy bears and nut crackers."		4	12	4				
R-326	Cervantes	Patrick	M	signed 11-28-11	178	Crown Point		252-745-3320	805-351-4442		2721 Red Maple Drive	Alhambra	CA	91801	773-306-7020	MI			"Plumber, Owned Home Improvement Business - primarily windows and doors"	Army - reserves	"Wood carving, golf, rebuilding antique cars"	"President of Antique Auto Club of America, church, Kg"	4	12	4	" They where living in a park model in Sarasota.  Wile taking a carving class, they met a person who lived in KG.   They purchased a lot in 1994.  They ried to move their park model onto the lot,  but the unit was too big for the lot.  They then purchased "			
R-327	Macmillan	Florence	F		179	Crown Point		217-487-6515	815-249-3607	Florence.L.Macmillan@trashymail.com	2036 Lincoln Street	Camden	NJ	8102															
R-328	Delaney	Goldie	F		179	Crown Point			319-337-4740	Goldie.W.Delaney@mailinator.com	2157 Willow Oaks Lane	Lake Charles			814-540-1226														
R-329	Harvey	Joseph	M		179	Crown Point		215-948-8698	716-634-1017	Joseph.C.Harvey@spambob.com	142 Mapleview Drive	St Petersburg	FL	33701															
R-330	Cantrell	George	M		179	Crown Point			601-373-5977	George.I.Cantrell@spambob.com	2281 Friendship Lane	Santa Clara			570-876-5283														
R-331	Williams	Brandon	M	signed 11-28-11	180	Crown Point		423-715-3765	978-406-5899	Brandon.L.Williams@spambob.com	1106 Gerald L. Bates Drive	WOBURN	MA	1801	270-529-4382	ME			Truck Driver		"stained glass, carpentry, mechanical work"	"KG, Boys and girls summer camp"	6	10	9	They were staying at Royal Coachman and visited a friend in KG.  They bought  lot # 180 in 1998	He married Kathy after their spouses died.		
R-332	Chambers	Dirk	M	signed 11-5-11	181	Crown Point		484-548-2959		Dirk.B.Chambers@trashymail.com	3676 Victoria Court	BANGOR	ME	4401	312-496-6279					Retired in 1993 from SFC									
R-333	Boyd	Joseph	R	signed 11-5-11	181	Crown Point		781-285-8506		Joseph.B.Boyd@trashymail.com	4999 Scenic Way	Peoria	IL	61602	850-795-4899														
R-334	Beaver	Luz	F		182	Crown Point		507-767-3784		Luz.W.Beaver@pookmail.com	4399 Hillhaven Drive	Los Angeles	CA	90017	850-402-5009	NY			Homemaker		"boating, fishing"	"Meals on wheels, KG"	2	7		They came to KG Club when her cousin bought there.  They came to KG and rented in 2001 and then purchased lot # 182.	He came to play with her brother when they were 8 years old.		
R-335	Haupt	Scott	M		182	Crown Point		715-639-6608		Scott.V.Haupt@spambob.com	4188 Columbia Boulevard	WOODLAWN	MD	21207	908-525-1542	NY		Electrical workers Apprenticeship School	Electrician	Army Reserve	"boating, fishing"	"Meals on wheels, KG, Polish Falcons"	2	7					
R-336	Hanna	Geneva	F	signed 10-26-11	183	Crown Point		860-201-3244	845-698-7005	Geneva.D.Hanna@dodgit.com		Nokomis			954-902-9592	VT	VA	Vermont Academy of Cosmetology	Hair Stylist		"Reading, Crusing"	Hostes at cards	1	2	1	Robert and Lorraine had reservations at Royal Coachman.  It was suggested they try KG.  They rented lot # 34 in 1993 and purchased lot # 183 in 1994.	They will be married 60 years in 2011.		
R-337	Brandenburg	Kirk	M	signed 10-26-11	183	Crown Point		828-343-7498	303-888-2299	Kirk.L.Brandenburg@spambob.com		Nokomis			914-391-9387	VT	VA		"Sales for Brookebond Foods and Lever Brothers, US Postal Service"	Navy	"Crusing, Kayaking, Hiking"	Host at cards	1	2	1				
R-338	Ardoin	Diann	F	declined	184	Crown Point																							
R-339	Deen	Sam	M	declined	184	Crown Point																							
R-340	Morris	Evelyn	F	signed 12-12-11	185	Crown Point		510-782-5132			2894 Del Dew Drive	Greenbelt	MD	20770	256-212-0175														
R-341	Trimble	Robert	M	signed 12-13-11	185	Crown Point		850-418-6086			1614 Mapleview Drive	HUNTINGDON	TN	38344	810-637-9170														
R-342	Williams	Beth	F		186	Crown Point		562-699-3170	985-295-4680	Beth.P.Williams@pookmail.com	2161 Gerald L. Bates Drive	CAMBRIDGE	MA	2138															
R-343	Mcglone	Richard	M		186	Crown Point		636-397-5361	310-989-6609	Richard.P.Mcglone@pookmail.com	309 Elk City Road	RODESSA	LA	71069															
R-344	Pratt	Mamie	F		187	Crown Point		636-565-7818	712-364-0803	Mamie.B.Pratt@spambob.com	4285 Clark Street	Bethpage	NY	11714		WV	IN	"Marshall University, Indiana State University"	elementary teacher - special Ed		line dancing reading	"Community Activities, school, coached Spelling and Math bowls"							
R-345	Kidd	Tom	M		187	Crown Point		732-721-9752	949-231-0858	Tom.B.Kidd@mailinator.com	4334 Kincheloe Road	Portland	OR	97205		WV	IN	"Marshall University, Indiana State University"	"Teacher, coach and administrator in Junior-Senior High School"	Army Reserve	"golf, spectator sports"	"Community activities, Youth sports, Optimists, Elks"	2	7		Worked with Bill and Deb Ratliff (lot # 82). Visited the area after a conference in Orlando.  Purchased in 2008	Met at college		
R-346	Green	Julie	F		202	Crown Point			409-980-6119	Julie.G.Green@pookmail.com	3113 Brownton Road	Jackson	MS	39201	703-930-2329	ME		"University of Maine at Fort, University of Maine at Oran"	"Taught middle school and high school, Coached field hockey, lacrosse, track and cheering, Certified Alpine Ski Instructor"		"golf, running"	Advisor to Rotarian Service Group at Middle School	1				Met in college		
R-347	Steele	Jeff	M		202	Crown Point			602-223-1561	Jeff.A.Steele@mailinator.com	3693 Zappia Drive	Springfield	KY	40069	386-627-9598	ME		University of Minnesota at Fort	"6th grade teacher, Verizon, Certified Alpine Ski Instructor"		golf		1			While visiting other friends in the Venice area they came over to visit a friend who resided in KG.  Purchased in lot 3 202 in 2008.			
R-348	Jones	Jessie	F	signed 11-8-11	203	Crown Point		913-933-7714			3449 North Avenue	ELGIN	NE	68636	214-663-8557	OH	AK		"Clerk in a ski shop, Homemaker"		"skiing, shuffleboard"	"Meals on wheels, Nursing home"	3	4		Pauline and Wilbur stayed at Royal Coachman for several years.  Friends there invited them to play bingo with their friends who lived in KG.  They liked what they saw. Bought lot # 203 in 1988 and put this unit on in 1990.	They have been happily married for 62 years in 2010		
R-349	Tracey	Marc	M	signed 11-8-11	203	Crown Point		734-493-0990			2423 Penn Street	STLOUIS	MO	63101	310-878-9380	OH			Tool maker at Libby-Owens-Ford	"Army, Quartermaster Stateside"	"woodworking, handyman, skiing"	Meals on wheels	3	4			Wilbur met Pauline at church.		
R-350	Harpster	Sadie	F		204	Crown Point		650-543-9504	415-723-3413	Sadie.L.Harpster@trashymail.com	1977 Five Points	Bel Air	MD	21014	314-859-8967														
R-351	Tune	Thomas	M		204	Crown Point		561-982-7411	772-225-9556	Thomas.B.Tune@pookmail.com	4754 Monroe Street	Houston	TX	77002	212-465-6317														
R-352	Jacobsen	Virginia	F		205	Crown Point		979-422-7213			4837 August Lane	MONROE	LA	71201	508-581-2149	MI			USDA		"crafts, square dancing, keyboard, tennis, travel"	"church, KG"	3	4	5	Son was a dentist in Sarasota.  He found the park and they rented lot #82 in 1982.  Purchased lot # 205 in 1985 for their motor home.  Built this unit in 1988.			
R-353	Smith	Edward	M		205	Crown Point		415-522-7001			2221 Chestnut Street	Tampa	FL	33602	217-917-0770	MI			Pipe fitter and Welder for Dow Chemical		"wood carving, pool, tennis, travel"	"church, KG"	3	4	5				
R-354	Mccaw	Lori	F	declined	206	Crown Point																							
R-355	Gray	Richard	M	declined	206	Crown Point																							
R-356	Mckinney	Virginia	F	Declined to participate  10-31-11	207	Crown Point																							
R-357	Armstrong	Judith	F	Refused	208	Crown Point																							
R-358	Carraway	Lori	F		209	Crown Point		360-796-2665	559-622-4358		3899 Neuport Lane	Cartersville	GA	30120															
R-359	Blanks	Karol	F	signed 11-28-11 for 178	209	Crown Point		989-595-1609	402-412-8388		2978 Bluff Street	SILVER SPRING	MD	20901	606-930-7869	MI			School bus driver and ran the store for their Home Improvement Business.		"KG, crafts, Introduced the park to teddy bears and nut crackers."		4	12	4				
R-360	Wilson	Norman	M		209	Crown Point		775-242-2582	509-543-6129		4372 Brownton Road	MARKS	MS	38646															
R-361	Maule	Steven	M	signed 11-28-11 for 178	209	Crown Point		517-900-8369	516-402-8968		2579 Clarksburg Park Road	Kingman	AZ	86401	231-450-4523	MI			"Plumber, Owned Home Improvement Business - primarily windows and doors"	Army - reserves	"Wood carving, golf, rebuilding antique cars"	"President of Antique Auto Club of America, church, Kg"	4	12	4	" They where living in a park model in Sarasota.  Wile taking a carving class, they met a person who lived in KG.   They purchased a lot in 1994.  They tried to move their park model onto the lot,  but the unit was too big for the lot.  They then purchased"			
R-362	Moats	Mary	F		210	Crown Point			601-832-6918	Mary.P.Moats@pookmail.com	2777 Maple Lane	Huntsville	AL	35801	386-455-5402	MI		Bay City School of Nursing	"Nurse-obstetrics, preshool nursery, homemaker"		"crafts, line dancing"	"Teaching line dancing, husing homes, school"	2	3			They met when he was a patient in the hospital where she was working.		
R-363	Alderman	Philip	M		210	Crown Point			310-648-9887	Philip.E.Alderman@mailinator.com	850 Elliott Street	NASHUA	NH	3061	561-927-7436	MI			Quality Control for Buick	"Army, Grmany"	"hunting, fishing, boating, collecting sharks teeth"	"DJ at parties, Many things at Stay and Play"	2	3		They visited his parents who were stayng at the Royal Coachman in 1974 when KG was started.  Finally rented in 2005 and bought lot # 210 tha same yar.			
R-364	Binder	Ali	F		211	Crown Point		515-232-9237		Ali.A.Binder@spambob.com	1936 Hillside Drive	WEEKS ISLAND	LA	70590	978-945-4834	NJ	OH	Kent State	"Dietician in a High School, Homemaker"		"golf, swimming, tennis, ceramics, travel, cruses"	"KG, Girl Scouts"	3	6	1	"Her parents rented in KG.  Came to visit and rented lots 115, 119 and 199 before buying lot # 211 in 1977.  At first used their camper before putting this unit on in 2001."	They breed dogs. They met because her mother delivered eggs to his parents.  She went with her mother on the route.		
R-365	Fisher	Stephen	M		211	Crown Point		715-986-1701		Stephen.R.Fisher@trashymail.com	2109 Scenicview Drive	Athens	TX	75751	337-401-0438	OH		Kent State	Service Engineer in Claims Dept for Timken Corp.  Partner in a trucking company	"Army, Infantry"	"golf, swimming, tennis, music, travel, cruses"	"KG, Homeowners Assoc in Ohio"	3	6	1		Landed at Normandy on D-Day and fought across Europe to Germany.  2 Purple Hearts and 2 Bronze Stars		
R-366	Owens	Frances	F	signed 11-8-11	212	Crown Point		702-264-7469				Nokomis				MN	WA		"Secretary, Homemaker"		"crocheting, embroidering, jig saw puzzles, blood pressure"	KG Bingo	2	2			"She and her sister were walking down the street.  Her sister, a nurse, saw a recent patient in a car and stopped to talk.  John came out of a shop with two ice cream cones.  He offered the cones to the girls, went back for two more and they gave the girls"		
R-367	Soto	William	M	signed 11-8-11	212	Crown Point		917-796-1341				Nokomis				SD	WA		Worked in a Paper Mill	"Army - Aleutians Islands, India"		"Repair bikes, KG"	2	2		John and Margaret's daughter lived in the park before it was age restricted.  They purchased lot # 212 in 1982 and put the present unit on in 1991.	"There used to be a row of sugar cane along the highway boundary of KG that was effective at cutting down highway noise.  But it grew very fast and shorted out the electrical lines that supplied the Club.  Eventually the cane was cut down, but a little sti"		
R-368	Overby	Kristina	F	signed 12-4-11	213	Crown Point			740-399-0554	Kristina.J.Overby@spambob.com	3589 Whitman Court	HARTFORD	CT	6103	610-853-3900	MA		Quincy Junior College	"Administrative Assistant, Homemaker"		"sewing, cross stitch"	"school, church"	2	3					
R-369	Border	Douglas	M	signed 12-4-11	213	Crown Point			908-780-9468	Douglas.M.Border@trashymail.com	2981 Maxwell Street	PLAINVILLE	CT	6062	507-839-2835	MA		Wentworth Institute	Manager of maintenance for BJ Warehouse	"Navy, Viet Nam, Mediterranean"	"woodworking, boating"	"Boy Scouts, church"	2	3		They were staying on Casey Key and learned about KG on line.  They looked for 4 years before they bought in 2007.	Jane was the best friend of Bob's sister in high school		
R-370	Cornett	Emily	F	signed 11-30-11	214	Crown Point		360-216-3290	860-692-3424	Emily.B.Cornett@pookmail.com	413 Bates Brothers Road	Columbus	OH	43215	773-250-1330	PA	MD VA	Reading Nursing School	ER and outpatient surgery nurse		"walking, biking gardening, travel"	Gave physicals for Special Olympics					They met when he was a paramedic and she a nurse.		
R-371	Long	Charles	M	signed 11-30-11	214	Crown Point		904-894-8942	303-804-4323	Charles.C.Long@spambob.com	3410 Cimmaron Road	Los Angeles	CA	90017	520-806-1006	VA	OH	Ben Franklin University	"Computer work for Western Electric, paramedic and fire fighter"	"Air Force, Thailand, maintenance crew chief - B52"	"tennis, fly single engine planes, biking, computers"	"boy scouts, taught CPR and first aid, taught tennis"	1	1		They visited a friend in the park from back home.  They purchased lot # 214 in 2005.	This is a second marriage for both		
R-372	Dove	Linda	F		215	Crown Point		410-294-7073	417-250-8615		120 Commerce Boulevard	La Vista	NE	68128	540-726-7961	IL		University of Illinois	homemaker		"crafts, needle work, camping, travel"	"church, women's club"	2	4	8+1	Their daughter lived in Florida.  The wanted a place near here.  They found KG in a camping guide.  They first rented in 1975 and purchased lot # 215 in 1977.  This unit was put on in 1998	She and her husband John grew up in a small town together.  They began dating when she was an undergrad and he was in grad school doing research in corn bores.  The were married 58 years when he died in 2000.		
R-373	Ladd	April	F	Requested no reference to them be included in this directory	216	Crown Point																							
R-374	Caraballo	Dennis	M	Requested no reference to them be included in this directory	216	Crown Point																							
R-375	Nickelson	Christine	F		217	Crown Point			605-329-1342		1615 Lodgeville Road	Minneapolis	MN	55402		MN	WI IA FL NC SC OH	Brewster Business School	"Secretarial and bookeeping responsibilities for sevral companies, homemaker"		"crafts, sewing"	Tausght crafts at a Senior Center	2	2	3	Lived at Bay Lakes in Nokomis and heard about KG through her craft friends. Purchased lot # 217 in 2010.	Her husband Howard was in many battles in WWII including the Batttle of the Buldge.  In all his letters home he claimed to be a switchboard operator.  Only after the war did they learn he had been a front line machine gunner. He died at the age of 49 afte		
R-376	Blackwell	Brooke	F		217	Crown Point			706-883-5903		3353 Bubby Drive	Rockdale	TX	76567															
R-377	Alford	Sheila	F		218	Crown Point		408-657-1822		Sheila.I.Alford@trashymail.com		Nokomis			509-933-3329	KY	OH	University of Cincinnati	"Homemaker, Did taxes for the city"		"sewing, swimming, gardening, cooking, decorating"	"church, retirement center"	4	8		Stayed at Royal Coachman for 5 years.  Discovered KG while out biking. Rented lot # 136 for 2 years.  Purchased lot # 218 in 1994 and used for their camper.  Put on this unit in 1997.	Met at Brent's brothers wedding.		
R-378	Jeffreys	James	M		218	Crown Point		641-579-3548		James.D.Jeffreys@mailinator.com		Nokomis			412-901-3258	OH		Trade School	"Ford Motor Company, carpenter"		"Boating, fishing, collecting Department 56 houses (miniatures)"		4	8					
R-379	Walker	Maricela	F		219	Lancer		817-615-0302	337-990-5537	Maricela.J.Walker@pookmail.com	2478 Timber Ridge Road	ROSEVILLE	CA	95678	573-363-7528														
R-380	Smith	Hector	M		219	Lancer		360-929-6521	678-454-3943	Hector.T.Smith@mailinator.com	3922 Forest Drive	Arlington	VA	22204	909-331-5407														
R-381	Jackson	Marquita	F		220	Lancer			312-893-0516	Marquita.C.Jackson@mailinator.com	2646 Spirit Drive	Orange City	FL	32763	336-783-3658														
R-382	Perry	Karissa	F		220	Lancer			586-840-0626	Karissa.F.Perry@spambob.com	648 Barfield Lane	Indianapolis	IN	46254	435-940-4537														
R-383	Claussen	Lori	F	signed 11-4-11	221	Lancer		678-775-2763	208-638-1407	Lori.M.Claussen@pookmail.com	3194 North Avenue	HORDVILLE	NE	68846	843-329-6262	NJ	KY		Homemaker		"family, gardening, needlecraft, sewing"	"hospital, church, KG"	3	4	1				
R-384	Nourse	Xavier	M	signed 10-27-11	221	Lancer		917-704-3615	954-776-1000	Xavier.D.Nourse@trashymail.com	3504 Juniper Drive	Bay City	MI	48708	701-577-4513	NY	KY NJ	Rutgers	"Wealth Management, Pastor"	"Army, Japan"	"Model trains, handyman, family"	"school - worked with learning disabled 5th graders, church, KG"	3	4	1	Joan and Ed were staying at Oscar Shear.  One Sunday they enquired at church where to look for a good park.  They looked them all over.  Had a hard time finding King's Gate.  Saw that three units were for sale.  Liked lot # 221. Called owner and purchased	"Ed broke his ankle at age 17.  He went on disability from his job at the five and dime.  When he returned during the summer he met Joan, who had been hired when he was laid up.  There first date was 11/4/50.  In 2011 they celebrated 56 years of marriage."		
R-385	Marlowe	Shelia	F		223	Lancer			919-638-5468		1088 Pinnickinnick Street	Lyndhurst	NJ	7071	847-723-2664														
R-386	Yen	Shannon	F		224	Lancer			404-755-2715		2239 Cessna Drive	Fort Wayne	IN	46802	765-612-1244	OH			Real Estate Loan Officer at a bank		"tennis, bridge, reading, walking, working out"	"Church, Red Cross blood drive, school, women's club, Foreign exchange students"	4	11		"Had vacationed in Venice area for sevral years and read about KG in the paper.  Later they rented in 1994, bought in 1995 and put the present unit on in 1999."	"Her Husband, James, died in 2003 after 51 years of marriage.  They met when James visited his sister who lived near Elizabeth."		
R-387	Brown	Carrie	F	declined	225	Lancer																							
R-388	Little	Gary	M	declined	225	Lancer																							
R-389	Thornton	Edith	F	declined 12-1-11	226	Lancer																							
R-390	Patrick	Robert	M	declined 12-1-11	226	Lancer																							
R-391	Brooker	Ricky	M	signed 10-27-11	227	Lancer		423-342-6823		Ricky.A.Brooker@mailinator.com		Nokomis				MI	OH		General Motors	"Navy, Viet Nam"	"Fishing, painting, gardening"		3	8	1				
R-392	Edwards	Ronald	M		228	Lancer			225-938-2387		1403 Vineyard Drive	Cleveland	OH	44115															
R-393	Hayes	Eleanor	F		229	Bainbridge		510-485-1485	817-255-5468	Eleanor.H.Hayes@trashymail.com		Nokomis				NY		Duchess Community College	"Senior accountant, Homemaker, accountant for a social services agency"		"sewing, baking, reading"	"den mother, scouts, church, school lunch, KG"	3	4	1		The fireman hung out at a dinner next door to a popular drive-in restaurant. She was at the drive-in with a friend who talked her in to going next door to look over the fireman.  They have been married 47 years in 2011.		
R-394	Balducci	Michael	M		229	Bainbridge		904-372-1545	540-367-9973	Michael.S.Balducci@trashymail.com		Nokomis				NY			"firefighter, plumber"	Naval Reserves	"wood working - especially furniture, stained glass, hunting"	"Volunteer Fire Department, little league coach, scouts, KG"	3	4	1	They had stayed at Royal Coachman for several years when a friend bought here.  They rented in 1989 and bought lot # 229 in 1994.  They put this unit on in 2004.	The fireman hung out at a dinner next door to a popular drive-in restaurant. Jane was at the drive-in with a friend who talked her in to going next door to look over the fireman.  They have been married 47 years in 2011.		
R-395	Mcfarren	Tina	F		230	Bainbridge			352-353-0101	Tina.T.Mcfarren@pookmail.com	4539 Sand Fork Road	Logansport	IN	46947		IL			"Office work at a Community College, homemaker"			church					They met at a mutual friends house in high school.		
R-396	Grenier	Stephen	M		230	Bainbridge			713-290-0697	Stephen.H.Grenier@spambob.com	1130 Middleville Road	LOS ANGELES	CA	90017		IL			Manager of sales and repair for a small appliance store	"Army, Germany"	"Stained glass, biking, home building"	church	1	0		Visited friends Lyle and Marilyn Cummins (lot # 222). Purchased lot # 230 in 1999 for their 5th wheel and put this unit on in 2000.	his mother lived to be 104 and his father to 100.  In 2003 their parents attended their 50th wedding anniversary.		
R-397	Mccue	Megan	F	signed 10-27-11	231	Bainbridge		207-327-6754		Megan.S.Mccue@dodgit.com		Nokomis				MO	KS IL OH CA TX	St Luke's School of Nursing in Kansas City	"Charge Nurse of a Step Down Cardiac Unit in Ohio, Homemaker"		"bowling, sewing, quilting"	KG	1	2			She was an army brat.  Lived in Paris for 3 years where she attended High School		
R-398	Parker	Clifford	M	signed 10-27-11	231	Bainbridge		612-643-0293		Clifford.R.Parker@spambob.com		Nokomis				MO	KS IL OH		Middle management with Computer Support Group at Goodyear Tire and Rubber	Air Force	bowling	KG	1	2		Came with a group to Casey Key and visited Frank and Joyce Pribanich	Bill and Harlene met in a bowling Alley		
R-399	Walker	Heather	F	signed 10-27-11	232	Bainbridge		256-613-3624	361-238-8931	Heather.E.Walker@trashymail.com	4436 Philli Lane	Tulsa	OK	74103	516-279-7822	NY			"waitress, state worker, homemaker"		"golf, cards"	Ladies auxiliary of the volunteer fire department	6	11	2				
R-400	Salmon	James	M	signed 10-27-11	232	Bainbridge		254-527-5794	425-814-3493	James.J.Salmon@mailinator.com	1936 Buckhannan Avenue	Syracuse	NY	13202	336-407-2342	NY			Truck Driver	Navy- Mediterranean and Caribbean	"fishing, golf, cards"	Volunteer fire Department	6	11	2	They had friends at the Club and stayed at Stay and Play until it closed.  They rented lot # 136 in 2003 and purchased lot # 232 in 2007			
R-401	Rousseau	Kimberly	F	signed 1-19-2012	233	Bainbridge		973-422-0136			1706 Sycamore Fork Road	Eden Prairie	MN	55344	731-261-7187	MI			"Secretary and bookkeeper for the business, homemaker"		"reading, boating"	hospital	2	2					
R-402	Toscano	Lorenzo	M	signed 1-19-2012	233	Bainbridge		315-670-1036			966 Chicago Avenue	Dinuba	CA	93618	847-797-7851	MI			Owned and operated a lawn mower service and repair	Army	"boating, fishing"	KG	2	2		They visited a friend who lived in the park.  They purchased lot #233 in 1977.  Put this unit on right after 12' wide units were allowed.	"He delivered the Detroit Free Press to her family home.  They attended high school together.  ""KG is next to heaven.""  David worked with Frank Pribanich to allow larger and more permanent units in the park."		
R-403	Durkin	Curtis	M		234	Bainbridge			713-785-8101		1727 Simons Hollow Road	Selinsgrove	PA	17870		NY			Pipeline welder	Army Reserve	Auro racing - both as driver and spectator		2	2		Visited his Aunt and Uncle in North Port in 1973.  They recommended he camp at KG.  Her rented in 1973 and purchased lot # 234 that same year.			
R-404	Brooks	Terri	F	signed 1-13-2012	235	Bainbridge		843-795-4511		Terri.J.Brooks@trashymail.com	1308 Andell Road	Columbus	OH	43215	512-789-3933	NY		SUNY at Buffalo	elementary teacher			"Food shuttle, Nursing Home"	4	10		Gail and Bud visited her sister who lived in the Club.  They rented and then bought lot #235 in 2000.	They met on a blind date.		
R-405	Miller	Gerald	M	signed 1-14-2012	235	Bainbridge		773-269-7960		Gerald.K.Miller@dodgit.com	4500 Ingram Road	MULBERRY	NC	28659	540-598-3619	NY							4	10					
R-406	Just	Mabel	F		236	Bainbridge		202-358-9411	626-235-4369		4937 Alpha Avenue	Athens	TX	75751															
